complaint_text,category
loose gravel causing bikes to slip footpath.,Road Damage
Other,Water Leakage
Other,Water Leakage
Pavement_Defect,Road Damage
Other,Water Leakage
Other,Water Leakage
Outofsewervent4inch,Drainage Blockage
Encampment Cleanup,Garbage
Outofsewervent4inch,Drainage Blockage
Water_leak Water_leak,Water Leakage
Pole_Damaged on Concrete Pole,Streetlight Fault
This is to bring to your kind notice that there is an issue with swarm of insects and flies everywhere situated shopping complex. Kindly arrange for an immediate mend.,Garbage
Cans_Left_Out_24x7,Garbage
Water_main,Water Leakage
Pavement_Defect,Road Damage
Light_On_all_the_time on Concrete Pole,Streetlight Fault
Other,Water Leakage
Construction_Plate_Shifted,Road Damage
Other,Water Leakage
Furniture,Garbage
How long do we have to tolerate this photocell sensor covered in dirt apartment entrance?! This is an absolute failure of civic maintenance. Fix it immediately without any more excuses!,Streetlight Fault
Outofsewervent4inch,Drainage Blockage
I am writing this to report a persistent problem regarding gushing water from broken main line apartment entrance. This matter has been causing significant inconvenience to the local residents and commuters for several days now. We earnestly request the competent municipal authority to look into this defect and execute necessary look into at the earliest opportunity to prevent further hazards.,Water Leakage
Sidewalk_Cleaning,Garbage
Outofsewervent4inch,Drainage Blockage
Pavement_Defect,Road Damage
It is deeply distressing to see rainwater drainage system completely choked bridge approach. Our children and elderly family members are facing constant trouble and danger due to this. We feel completely ignored by the authorities after multiple follow-ups.,Drainage Blockage
Other Loose Garbage,Garbage
Clothing,Garbage
Light_Flickering_On_Off on Wooden Pole,Streetlight Fault
Outofsewervent4inch,Drainage Blockage
Light_Burnt_Out on Metal Pole,Streetlight Fault
Water_main,Water Leakage
Outofsewervent4inch,Drainage Blockage
Refrigerator,Garbage
Light_Burnt_Out on Wooden Pole,Streetlight Fault
It has been observed that dim light barely illuminating the ground is present railway station gate. A regular inspection and subsequent sort out should be scheduled by the concerned department.,Streetlight Fault
Outofsewervent4inch,Drainage Blockage
Paper Spill,Garbage
Could you please look into the overhead municipal tank overflowing outside the hospital? Your timely assistance in getting this resolved would be highly appreciated by everyone in the neighborhood.,Water Leakage
Other Loose Garbage,Garbage
Other,Water Leakage
It has been observed that roadside waste accumulating over weeks is present metro station exit. A regular inspection and subsequent look into should be scheduled by the concerned department.,Garbage
On_street,Drainage Blockage
Outofsewervent4inch,Drainage Blockage
On_street,Drainage Blockage
Light_Flickering_On_Off on Metal Pole,Streetlight Fault
I am writing this to report a persistent problem regarding roadside waste accumulating over weeks footpath. This matter has been causing significant inconvenience to the local residents and commuters for several days now. We earnestly request the competent municipal authority to look into this defect and execute necessary mend at the earliest opportunity to prevent further hazards.,Garbage
It is deeply distressing to see overflowing dumpsters catching fire railway station gate. Our children and elderly family members are facing constant trouble and danger due to this. We feel completely ignored by the authorities after multiple follow-ups.,Garbage
Garbage,Garbage
Pole_Cover_Missing on Metal Pole,Streetlight Fault
Pavement_Defect,Road Damage
Furniture,Garbage
Other,Water Leakage
Water_leak Water_leak,Water Leakage
Light_Burnt_Out on Concrete Pole,Streetlight Fault
Human Waste,Garbage
Outofsewervent4inch,Drainage Blockage
Outofsewervent4inch,Drainage Blockage
On_property,Drainage Blockage
Light_Burnt_Out on Metal Pole,Streetlight Fault
Light_Burnt_Out on Wooden Pole,Streetlight Fault
Pavement_Defect,Road Damage
Garbage,Garbage
Other,Water Leakage
Could you please look into the damaged fire hydrant leaking continuously metro station exit? Your timely assistance in getting this resolved would be highly appreciated by everyone in the neighborhood.,Water Leakage
Light_On_all_the_time on Concrete Pole,Streetlight Fault
Other,Water Leakage
Other,Water Leakage
Water_coming_out,Drainage Blockage
Furniture,Garbage
Debris_filled_carts,Garbage
Pavement_Defect,Road Damage
Light_Burnt_Out on Metal Pole,Streetlight Fault
Pavement_Defect,Road Damage
Light_Burnt_Out on Concrete Pole,Streetlight Fault
Outofsewervent4inch,Drainage Blockage
Pavement_Defect,Road Damage
Outofsewervent4inch,Drainage Blockage
Out_of_catch_basin,Drainage Blockage
Light_Burnt_Out on Metal Pole,Streetlight Fault
Light_Burnt_Out on Concrete Pole,Streetlight Fault
Light_Burnt_Out on Wooden Pole,Streetlight Fault
Outofsewervent4inch,Drainage Blockage
Mattress,Garbage
Pavement_Defect,Road Damage
Human_waste_or_urine,Garbage
Outofsewervent4inch,Drainage Blockage
Other,Water Leakage
Outofsewervent4inch,Drainage Blockage
Water_coming_out,Drainage Blockage
Outofsewervent4inch,Drainage Blockage
Other,Water Leakage
Other,Water Leakage
Manhole_Cover_Off,Road Damage
It is deeply distressing to see community bin hasn't been emptied for a week footpath. Our children and elderly family members are facing constant trouble and danger due to this. We feel completely ignored by the authorities after multiple follow-ups.,Garbage
Light_Flickering_On_Off on Wooden Pole,Streetlight Fault
Light_Burnt_Out on Metal Pole,Streetlight Fault
Pavement_Defect,Road Damage
Carts,Garbage
Other,Water Leakage
Outofsewervent4inch,Drainage Blockage
It is deeply distressing to see open drain choked with weeds and domestic waste highway lane. Our children and elderly family members are facing constant trouble and danger due to this. We feel completely ignored by the authorities after multiple follow-ups.,Drainage Blockage
Pavement_Defect,Road Damage
Refrigerator,Garbage
Needles,Garbage
Furniture,Garbage
Other,Water Leakage
Sewage_back_up Outofsewervent4inch,Drainage Blockage
Water_main,Water Leakage
Other Loose Garbage,Garbage
This is to bring to your kind notice that there is an issue with timer malfunction turning lights off early situated inside our colony. Kindly arrange for an immediate fix.,Streetlight Fault
Outofsewervent4inch,Drainage Blockage
Light_Burnt_Out on Concrete Pole,Streetlight Fault
Pavement_Defect,Road Damage
Outofsewervent4inch,Drainage Blockage
Other,Water Leakage
How long do we have to tolerate this household garbage thrown in open plots near the bus stop?! This is an absolute failure of civic maintenance. Fix it immediately without any more excuses!,Garbage
Pavement_Defect,Road Damage
Pavement_Defect,Road Damage
Light_Burnt_Out on Metal Pole,Streetlight Fault
Light_Burnt_Out on Metal Pole,Streetlight Fault
Encampment Cleanup,Garbage
Garbage,Garbage
Other,Water Leakage
Human_waste_or_urine,Garbage
Light_Flickering_On_Off on Wooden Pole,Streetlight Fault
Water_main,Water Leakage
Pavement_Defect,Road Damage
Pavement_Defect,Road Damage
Mattress,Garbage
Outofsewervent4inch,Drainage Blockage
Other Loose Garbage,Garbage
Outofsewervent4inch,Drainage Blockage
"While passing by industrial zone yesterday, I noticed a severe case of severe road erosion due to rains. It looked quite dangerous and seemed like it had been neglected for quite some time, so I decided to raise a formal report.",Road Damage
Other Loose Garbage,Garbage
Outofsewervent4inch,Drainage Blockage
Other,Water Leakage
I am writing this to report a persistent problem regarding timer malfunction turning lights off early footpath. This matter has been causing significant inconvenience to the local residents and commuters for several days now. We earnestly request the competent municipal authority to look into this defect and execute necessary repair at the earliest opportunity to prevent further hazards.,Streetlight Fault
Water_main,Water Leakage
Out_of_manhole_cover,Drainage Blockage
Pavement_Defect,Road Damage
Pavement_Defect,Road Damage
This is to bring to your kind notice that there is an issue with stagnant black water emitting foul smell situated main crossroad. Kindly arrange for an immediate fix.,Drainage Blockage
Could you please look into the sludge accumulation reducing pipe capacity government office back alley? Your timely assistance in getting this resolved would be highly appreciated by everyone in the neighborhood.,Drainage Blockage
Sidewalk_Cleaning,Garbage
illegal dumping of construction debris highway lane.,Garbage
Garbage,Garbage
Other,Water Leakage
Outofsewervent4inch,Drainage Blockage
Human Waste,Garbage
Water_main,Water Leakage
Pavement_Defect,Road Damage
Refrigerator,Garbage
Light_Burnt_Out on Concrete Pole,Streetlight Fault
Pavement_Defect,Road Damage
Water_main,Water Leakage
Water_main,Water Leakage
Pavement_Defect,Road Damage
Light_Burnt_Out on Concrete Pole,Streetlight Fault
Outofsewervent4inch,Drainage Blockage
On_street,Drainage Blockage
Other Loose Garbage,Garbage
Water_main,Water Leakage
Human Waste,Garbage
Light_Burnt_Out on Metal Pole,Streetlight Fault
Light_Burnt_Out on Concrete Pole,Streetlight Fault
Other,Water Leakage
Light_Burnt_Out on Metal Pole,Streetlight Fault
Water_main,Water Leakage
Electronics,Garbage
Other,Water Leakage
"Hey, severe road erosion due to rains shopping complex. Can someone please come and fix it as soon as possible?",Road Damage
Other,Water Leakage
Outofsewervent4inch,Drainage Blockage
Garbage,Garbage
Construction_Plate_Shifted,Road Damage
Other Loose Garbage,Garbage
Light_Flickering_On_Off on Wooden Pole,Streetlight Fault
Utility_Excavation,Road Damage
On_street,Drainage Blockage
Light_Burnt_Out on Metal Pole,Streetlight Fault
Outofsewervent4inch,Drainage Blockage
Other Loose Garbage,Garbage
Other,Water Leakage
Pavement_Defect,Road Damage
Other,Water Leakage
Other,Water Leakage
Outofsewervent4inch,Drainage Blockage
Other Loose Garbage,Garbage
Water_coming_out,Drainage Blockage
Out_of_manhole_cover,Drainage Blockage
Pavement_Defect,Road Damage
On_property,Drainage Blockage
Other Loose Garbage,Garbage
Other,Water Leakage
Pavement_Defect,Road Damage
Construction_Plate_Shifted,Road Damage
Other,Water Leakage
Other,Water Leakage
Pavement_Defect,Road Damage
Other,Water Leakage
Water_leak Water_leak,Water Leakage
Other,Water Leakage
Other Loose Garbage,Garbage
Light_Burnt_Out on Concrete Pole,Streetlight Fault
Light_Burnt_Out on Metal Pole,Streetlight Fault
Other,Water Leakage
It is deeply distressing to see supply line joint broken metro station exit. Our children and elderly family members are facing constant trouble and danger due to this. We feel completely ignored by the authorities after multiple follow-ups.,Water Leakage
Other,Water Leakage
Manhole_Cover_Off,Road Damage
Light_Flickering_On_Off on Wooden Pole,Streetlight Fault
Other,Water Leakage
Other,Water Leakage
Other Loose Garbage,Garbage
Pavement_Defect,Road Damage
Paper Spill,Garbage
Light_Flickering_On_Off on Metal Pole,Streetlight Fault
Outofsewervent4inch,Drainage Blockage
Other,Water Leakage
Other Loose Garbage,Garbage
Water_main,Water Leakage
Mattress,Garbage
Pavement_Defect,Road Damage
Pavement_Defect,Road Damage
Light_Burnt_Out on Unknown Pole,Streetlight Fault
Pole_Damaged on Concrete Pole,Streetlight Fault
Outofsewervent4inch,Drainage Blockage
Outofsewervent4inch,Drainage Blockage
Light_Burnt_Out on Metal Pole,Streetlight Fault
Outofsewervent4inch,Drainage Blockage
Utility_Excavation,Road Damage
Oil_paint_other_liquid_spill_wet,Garbage
Light_Burnt_Out on Metal Pole,Streetlight Fault
Water_leak Water_leak,Water Leakage
Pavement_Defect,Road Damage
Light_Burnt_Out on Wooden Pole,Streetlight Fault
Pavement_Defect,Road Damage
On_street,Drainage Blockage
Pavement_Defect,Road Damage
I am writing this to report a persistent problem regarding subside pavement dangerous for pedestrians temple street. This matter has been causing significant inconvenience to the local residents and commuters for several days now. We earnestly request the competent municipal authority to look into this defect and execute necessary sort out at the earliest opportunity to prevent further hazards.,Road Damage
Light_Burnt_Out on Metal Pole,Streetlight Fault
Outofsewervent4inch,Drainage Blockage
Outofsewervent4inch,Drainage Blockage
Other,Water Leakage
Glass,Garbage
"While passing by government office back alley yesterday, I noticed a severe case of sludge accumulation reducing pipe capacity. It looked quite dangerous and seemed like it had been neglected for quite some time, so I decided to raise a formal report.",Drainage Blockage
Light_On_all_the_time on Metal Pole,Streetlight Fault
Electronics_w_out_monitor_under_21_inches,Garbage
Out_of_catch_basin,Drainage Blockage
Mattress,Garbage
Pavement_Defect,Road Damage
Why has the hairline pipeline crack causing low pressure apartment entrance not been attended to yet? Who is responsible for this civic neglect?,Water Leakage
Pavement_Defect,Road Damage
Light_Burnt_Out on Concrete Pole,Streetlight Fault
Other,Water Leakage
Outofsewervent4inch,Drainage Blockage
Utility_Excavation,Road Damage
Pavement_Defect,Road Damage
It has been observed that stagnant black water emitting foul smell is present near the bus stop. A regular inspection and subsequent address should be scheduled by the concerned department.,Drainage Blockage
Light_Burnt_Out on Metal Pole,Streetlight Fault
Water_main,Water Leakage
Water_leak Water_leak,Water Leakage
Other,Water Leakage
Other,Water Leakage
Outofsewervent4inch,Drainage Blockage
Light_Burnt_Out on Metal Pole,Streetlight Fault
Other,Water Leakage
Water_main,Water Leakage
Light_Burnt_Out on Metal Pole,Streetlight Fault
Other,Water Leakage
Outofsewervent4inch,Drainage Blockage
Other,Water Leakage
Garbage,Garbage
Outofsewervent4inch,Drainage Blockage
Pavement_Defect,Road Damage
Human_waste_or_urine,Garbage
Pavement_Defect,Road Damage
Light_Burnt_Out on Metal Pole,Streetlight Fault
feces and dark water pooling on the asphalt industrial zone.,Drainage Blockage
Light_Burnt_Out on Unknown Pole,Streetlight Fault
Light_Burnt_Out on Wooden Pole,Streetlight Fault
Illegal_Dumping - Furniture,Garbage
Light_Burnt_Out on Metal Pole,Streetlight Fault
Light_Burnt_Out on Metal Pole,Streetlight Fault
On_street,Drainage Blockage
"While passing by by the market yesterday, I noticed a severe case of leaking control valve spraying water. It looked quite dangerous and seemed like it had been neglected for quite some time, so I decided to raise a formal report.",Water Leakage
Outofsewervent4inch,Drainage Blockage
Mattress,Garbage
Pavement_Defect,Road Damage
Pavement_Defect,Road Damage
Pavement_Defect,Road Damage
Other,Water Leakage
Outofsewervent4inch,Drainage Blockage
Other,Water Leakage
Water_main,Water Leakage
Other,Water Leakage
Water_leak Water_leak,Water Leakage
Pavement_Defect,Road Damage
Other,Water Leakage
Outofsewervent4inch,Drainage Blockage
Construction_Plate_Shifted,Road Damage
Pavement_Defect,Road Damage
Out_of_catch_basin,Drainage Blockage
Other,Water Leakage
Encampment Cleanup,Garbage
Other,Water Leakage
Light_Burnt_Out on Metal Pole,Streetlight Fault
Human_waste_or_urine,Garbage
Pavement_Defect,Road Damage
Other,Water Leakage
Outofsewervent4inch,Drainage Blockage
Water_main,Water Leakage
Light_Burnt_Out on Concrete Pole,Streetlight Fault
Other,Water Leakage
Outofsewervent4inch,Drainage Blockage
Outofsewervent4inch,Drainage Blockage
Boxed or Bagged Items,Garbage
Light_Burnt_Out on Unknown Pole,Streetlight Fault
Water_main,Water Leakage
How long do we have to tolerate this entire street dark for five consecutive nights near the bus stop?! This is an absolute failure of civic maintenance. Fix it immedately without any more excuses!,Streetlight Fault
Outofsewervent4inch,Drainage Blockage
Pavement_Defect,Road Damage
Other,Water Leakage
Light_Flickering_On_Off on Wooden Pole,Streetlight Fault
Light_Burnt_Out on Metal Pole,Streetlight Fault
Overflowing_City_Receptacle_or_Dumpster,Garbage
Light_Burnt_Out on Metal Pole,Streetlight Fault
Pavement_Defect,Road Damage
Pole_Damaged on Metal Pole,Streetlight Fault
Outofsewervent4inch,Drainage Blockage
"Hey, exposed iron rods from broken pavement main crossroad. Can someone please come and mend it as soon as possible?",Road Damage
I am writing this to report a persistent problem regarding open drain choked with weeds and domestic waste main crossroad. This matter has been causing significant inconvenience to the local residents and commuters for several days now. We earnestly request the competent municipal authority to look into this defect and execute necessary remove at the earliest opportunity to prevent further hazards.,Drainage Blockage
Other,Water Leakage
Electronics,Garbage
On_street,Drainage Blockage
Water_coming_out,Drainage Blockage
Could you please look into the collapsed drainage pipe underground industrial zone? Your timely assistance in getting this resolved would be highly appreciated by everyone in the neighborhood.,Drainage Blockage
On_street,Drainage Blockage
Outofsewervent4inch,Drainage Blockage
How long do we have to tolerate this rotting food waste attracting stray dogs apartment entrance?! This is an absolute failure of civic maintenance. Fix it immediately without any more excuses!,Garbage
Boxed or Bagged Items,Garbage
Pavement_Defect,Road Damage
It is deeply distressing to see light completely off leaving area pitch dark near the school. Our children and elderly family members are facing constant trouble and danger due to this. We feel completely ignored by the authorities after multiple follow-ups.,Streetlight Fault
Outofsewervent4inch,Drainage Blockage
Could you please look into the severe road erosion due to rains highway lane? Your timely assistance in getting this resolved would be highly appreciated by everyone in the neighborhood.,Road Damage
Pavement_Defect,Road Damage
Garbage,Garbage
It is deeply distressing to see illegal dumping of construction debris railway station gate. Our children and elderly family members are facing constant trouble and danger due to this. We feel completely ignored by the authorities after multiple follow-ups.,Garbage
drinking water pipe contaminated by roadside flow outside the hospital.,Water Leakage
Light_Burnt_Out on Unknown Pole,Streetlight Fault
Human Waste,Garbage
Light_Burnt_Out on Concrete Pole,Streetlight Fault
Other,Water Leakage
Manhole_Cover_Off,Road Damage
Water_main,Water Leakage
It is deeply distressing to see gushing water from broken main line inside our colony. Our children and elderly family members are facing constant trouble and danger due to this. We feel completely ignored by the authorities after multiple follow-ups.,Water Leakage
"Hey, household garbage thrown in open plots temple street. Can someone please come and sort out it as soon as possible?",Garbage
Water_coming_out,Drainage Blockage
Water_main,Water Leakage
Other,Water Leakage
It has been observed that fuse blown inside the pole base panel is present railway station gate. A regular inspection and subsequent resolve should be scheduled by the concerned department.,Streetlight Fault
Illegal_Dumping - Other_enter_additional_details_below,Garbage
Pavement_Defect,Road Damage
Outofsewervent4inch,Drainage Blockage
Other,Water Leakage
Other,Water Leakage
Light_Flickering_On_Off on Wooden Pole,Streetlight Fault
Other,Water Leakage
Sewage_back_up Outofsewervent4inch,Drainage Blockage
Other,Water Leakage
Other,Water Leakage
Other Loose Garbage,Garbage
I am writing this to report a persistent problem regarding sewage overflow entering residential compounds outside the hospital. This matter has been causing significant inconvenience to the local residents and commuters for several days now. We earnestly request the competent municipal authority to look into this defect and execute necessary remove at the earliest opportunity to prevent further hazards.,Drainage Blockage
Needles,Garbage
Light_Burnt_Out on Unknown Pole,Streetlight Fault
Human_waste_or_urine,Garbage
Other,Water Leakage
Pavement_Defect,Road Damage
Pavement_Defect,Road Damage
Light_Burnt_Out on Concrete Pole,Streetlight Fault
"Hey, precious drinking water lost for hours railway station gate. Can someone please come and rectify it as soon as possible?",Water Leakage
Light_Flickering_On_Off on Metal Pole,Streetlight Fault
Outofsewervent4inch,Drainage Blockage
Why has the loose gravel causing bikes to slip service road not been attended to yet? Who is responsible for this civic neglect?,Road Damage
Pavement_Defect,Road Damage
Light_On_all_the_time on Metal Pole,Streetlight Fault
Outofsewervent4inch,Drainage Blockage
Outofsewervent4inch,Drainage Blockage
Other,Water Leakage
Light_Burnt_Out on Wooden Pole,Streetlight Fault
Pavement_Defect,Road Damage
Light_Burnt_Out on Unknown Pole,Streetlight Fault
Pavement_Defect,Road Damage
Light_Flickering_On_Off on Wooden Pole,Streetlight Fault
Illegal_Dumping,Garbage
Human_waste_or_urine,Garbage
Pavement_Defect,Road Damage
Light_Flickering_On_Off on Wooden Pole,Streetlight Fault
Other,Water Leakage
Garbage,Garbage
Mattress,Garbage
Sewage_back_up Outofsewervent4inch,Drainage Blockage
Light_Burnt_Out on Metal Pole,Streetlight Fault
Outofsewervent4inch,Drainage Blockage
Pavement_Defect,Road Damage
Pavement_Defect,Road Damage
Light_On_all_the_time on Unknown Pole,Streetlight Fault
Other_Request_Light_Shield on Metal Pole,Streetlight Fault
Could you please look into the electrical short circuit causing sparks inside our colony? Your timely assistance in getting this resolved would be highly appreciated by everyone in the neighborhood.,Streetlight Fault
Other,Water Leakage
Other,Water Leakage
Other,Water Leakage
underground pipe crack seeping through concrete near the school.,Water Leakage
Electronics_w_monitor_21_inches_and_over,Garbage
Other on Unknown Pole,Streetlight Fault
Water_leak Water_leak,Water Leakage
Encampment Cleanup,Garbage
Light_Burnt_Out on Metal Pole,Streetlight Fault
It has been observed that rotting food waste attracting stray dogs is present near the bus stop. A regular inspection and subsequent address should be scheduled by the concerned department.,Garbage
It is deeply distressing to see supply line joint broken near the bus stop. Our children and elderly family members are facing constant trouble and danger due to this. We feel completely ignored by the authorities after multiple follow-ups.,Water Leakage
Pavement_Defect,Road Damage
Manhole_Cover_Off,Road Damage
Other Loose Garbage,Garbage
Outofsewervent4inch,Drainage Blockage
It has been observed that community bin hasn't been emptied for a week is present inside our colony. A regular inspection and subsequent patch up should be scheduled by the concerned department.,Garbage
Light_Flickering_On_Off on Metal Pole,Streetlight Fault
damaged speed breaker without markings inside our colony.,Road Damage
Why has the severely blocked sewer causing backflow inside our colony not been attended to yet? Who is responsible for this civic neglect?,Drainage Blockage
Human Waste,Garbage
It is deeply distressing to see tar peeling off completely bridge approach. Our children and elderly family members are facing constant trouble and danger due to this. We feel completely ignored by the authorities after multiple follow-ups.,Road Damage
Light_Flickering_On_Off on Wooden Pole,Streetlight Fault
Pavement_Defect,Road Damage
Garbage,Garbage
Garbage,Garbage
Other,Water Leakage
Transit_shelter_platform,Garbage
Electronics_w_monitor_under_21_inches,Garbage
Out_of_catch_basin,Drainage Blockage
Other Loose Garbage,Garbage
On_property,Drainage Blockage
Other Loose Garbage,Garbage
Light_On_all_the_time on Metal Pole,Streetlight Fault
Other,Water Leakage
Other,Water Leakage
Outofsewervent4inch,Drainage Blockage
Light_Burnt_Out on Metal Pole,Streetlight Fault
Other,Water Leakage
Other Loose Garbage,Garbage
Other,Water Leakage
Pavement_Defect,Road Damage
On_street,Drainage Blockage
Out_of_catch_basin,Drainage Blockage
Pavement_Defect,Road Damage
On_street,Drainage Blockage
Other,Water Leakage
Water_leak Water_leak,Water Leakage
On_street,Drainage Blockage
Water_main,Water Leakage
LED panel failure resulting in zero illumination railway station gate.,Streetlight Fault
Outofsewervent4inch,Drainage Blockage
I am writing this to report a persistent problem regarding continuous seepage dampening walls apartment entrance. This matter has been causing significant inconvenience to the local residents and commuters for several days now. We earnestly request the competent municipal authority to look into this defect and execute necessary address at the earliest opportunity to prevent further hazards.,Water Leakage
Light_Flickering_On_Off on Metal Pole,Streetlight Fault
Water_leak Water_leak,Water Leakage
Other,Water Leakage
Boxed or Bagged Items,Garbage
Water_main,Water Leakage
Outofsewervent4inch,Drainage Blockage
Outofsewervent4inch,Drainage Blockage
Street_Cleaning,Garbage
Pavement_Defect,Road Damage
Light_Burnt_Out on Wooden Pole,Streetlight Fault
Garbage,Garbage
Pavement_Defect,Road Damage
Other,Water Leakage
Water_main,Water Leakage
Pavement_Defect,Road Damage
City_garbage_can_overflowing,Garbage
"Hey, continuous seepage dampening walls public park corner. Can someone please come and overhaul it as soon as possible?",Water Leakage
Human_waste_or_urine,Garbage
Pavement_Defect,Road Damage
Human Waste,Garbage
Pavement_Defect,Road Damage
Pavement_Defect,Road Damage
Light_Burnt_Out on Metal Pole,Streetlight Fault
Outofsewervent4inch,Drainage Blockage
Light_Burnt_Out on Metal Pole,Streetlight Fault
Pavement_Defect,Road Damage
Light_Flickering_On_Off on Wooden Pole,Streetlight Fault
Light_On_all_the_time on Concrete Pole,Streetlight Fault
Pavement_Defect,Road Damage
Other,Water Leakage
How long do we have to tolerate this exposed iron rods from broken pavement highway lane?! This is an absolute failure of civic maintenance. Fix it immediately without any more excuses!,Road Damage
Pavement_Defect,Road Damage
Outofsewervent4inch,Drainage Blockage
Manhole_Cover_Off,Road Damage
This is to bring to your kind notice that there is an issue with rainwater drainage system completely choked situated temple street. Kindly arrange for an immediate remove.,Drainage Blockage
Outofsewervent4inch,Drainage Blockage
Other Loose Garbage,Garbage
Pavement_Defect,Road Damage
This is to bring to your kind notice that there is an issue with overflowing manhole cover lifting up situated near the school. Kindly arrange for an immediate mend.,Drainage Blockage
Light_Burnt_Out on Wooden Pole,Streetlight Fault
Other,Water Leakage
Furniture,Garbage
Outofsewervent4inch,Drainage Blockage
Outofsewervent4inch,Drainage Blockage
On_street,Drainage Blockage
Outofsewervent4inch,Drainage Blockage
Water_leak Water_leak,Water Leakage
Water_leak Water_leak,Water Leakage
Utility_Excavation,Road Damage
Light_Burnt_Out on Concrete Pole,Streetlight Fault
Other,Water Leakage
From_manhole_cover,Drainage Blockage
From_side_sewer_vent,Drainage Blockage
Could you please look into the gutter overflowing onto the walking path public park corner? Your timely assistance in getting this resolved would be highly appreciated by everyone in the neighborhood.,Drainage Blockage
Light_Burnt_Out on Metal Pole,Streetlight Fault
Boxed or Bagged Items,Garbage
damaged automated switch mechanism near the school.,Streetlight Fault
It is deeply distressing to see vandalized light fixture with broken glass service road. Our children and elderly family members are facing constant trouble and danger due to this. We feel completely ignored by the authorities after multiple follow-ups.,Streetlight Fault
Pavement_Defect,Road Damage
Other Loose Garbage,Garbage
Garbage,Garbage
Boxed or Bagged Items,Garbage
Why has the grease block from nearby restaurants industrial zone not been attended to yet? Who is responsible for this civic neglect?,Drainage Blockage
Utility_Excavation,Road Damage
Other,Water Leakage
Other Loose Garbage,Garbage
Human Waste,Garbage
Light_Burnt_Out on Wooden Pole,Streetlight Fault
Other,Water Leakage
Human_waste_or_urine,Garbage
Pavement_Defect,Road Damage
Light_Burnt_Out on Concrete Pole,Streetlight Fault
Other,Water Leakage
Light_Burnt_Out on Metal Pole,Streetlight Fault
On_street,Drainage Blockage
Furniture,Garbage
It is deeply distressing to see broken concrete road divider main crossroad. Our children and elderly family members are facing constant trouble and danger due to this. We feel completely ignored by the authorities after multiple follow-ups.,Road Damage
Other,Water Leakage
Other Loose Garbage,Garbage
Light_Burnt_Out on Metal Pole,Streetlight Fault
Furniture,Garbage
Outofsewervent4inch,Drainage Blockage
Water_main,Water Leakage
Light_Burnt_Out on Wooden Pole,Streetlight Fault
Encampment Cleanup,Garbage
Light_On_all_the_time on Metal Pole,Streetlight Fault
Construction_Plate_Shifted,Road Damage
Human Waste,Garbage
Construction_Plate_Shifted,Road Damage
Water_coming_out,Drainage Blockage
Pavement_Defect,Road Damage
Electronics,Garbage
Pavement_Defect,Road Damage
Other,Water Leakage
Pavement_Defect,Road Damage
Pavement_Defect,Road Damage
Outofsewervent4inch,Drainage Blockage
Other,Water Leakage
Could you please look into the plastic bags clogging the inlet near the school? Your timely assistance in getting this resolved would be highly appreciated by everyone in the neighborhood.,Drainage Blockage
Water_main,Water Leakage
Light_On_all_the_time on Metal Pole,Streetlight Fault
Other Loose Garbage,Garbage
Outofsewervent4inch,Drainage Blockage
Furniture,Garbage
Other,Water Leakage
On_property,Drainage Blockage
Water_main,Water Leakage
Human Waste,Garbage
Human_waste_or_urine,Garbage
Light_Burnt_Out on Metal Pole,Streetlight Fault
Furniture,Garbage
Other Loose Garbage,Garbage
Pole_Cover_Missing on Metal Pole,Streetlight Fault
Other Loose Garbage,Garbage
Outofsewervent4inch,Drainage Blockage
Pavement_Defect,Road Damage
Other,Water Leakage
Outofsewervent4inch,Drainage Blockage
Needles,Garbage
It has been observed that crater-like holes causing daily traffic jams is present main crossroad. A regular inspection and subsequent fix should be scheduled by the concerned department.,Road Damage
On_property,Drainage Blockage
Water_main,Water Leakage
Other on Unknown Pole,Streetlight Fault
Overflowing_City_Receptacle_or_Dumpster,Garbage
On_street,Drainage Blockage
Electronics,Garbage
Boxed or Bagged Items,Garbage
Outofsewervent4inch,Drainage Blockage
Pavement_Defect,Road Damage
Outofsewervent4inch,Drainage Blockage
On_street,Drainage Blockage
Water_leak Water_leak,Water Leakage
Other,Water Leakage
It has been observed that overflowing bins spilling onto the pavement is present main crossroad. A regular inspection and subsequent sort out should be scheduled by the concerned department.,Garbage
Outofsewervent4inch,Drainage Blockage
Pavement_Defect,Road Damage
broken concrete road divider near the bus stop.,Road Damage
Outofsewervent4inch,Drainage Blockage
Other,Water Leakage
On_street,Drainage Blockage
Other,Water Leakage
Other Loose Garbage,Garbage
Garbage,Garbage
Water_main,Water Leakage
Outofsewervent4inch,Drainage Blockage
Water_coming_out,Drainage Blockage
Light_Burnt_Out on Metal Pole,Streetlight Fault
"While passing by footpath yesterday, I noticed a severe case of uncleared trash piles creating unhygienic conditions. It looked quite dangerous and seemed like it had been neglected for quite some time, so I decided to raise a formal report.",Garbage
Pavement_Defect,Road Damage
Light_Flickering_On_Off on Unknown Pole,Streetlight Fault
Outofsewervent4inch,Drainage Blockage
"While passing by main crossroad yesterday, I noticed a severe case of partially collapsed section of the road. It looked quite dangerous and seemed like it had been neglected for quite some time, so I decided to raise a formal report.",Road Damage
Light_Flickering_On_Off on Metal Pole,Streetlight Fault
Water_main,Water Leakage
Pavement_Defect,Road Damage
Light_Burnt_Out on Concrete Pole,Streetlight Fault
Other,Water Leakage
Encampment Cleanup,Garbage
Light_Flickering_On_Off on Metal Pole,Streetlight Fault
