complaint_text,category
Light Burnt Out on Concrete Pole,Streetlight Fault
Light Burnt Out on Metal Pole,Streetlight Fault
Other,Water Leakage
It is deeply distressing to see supply line joint broken metro station exit. Our children and elderly family members are facing constant trouble and danger due to this. We feel completely ignored by the authorities after multiple follow ups,Water Leakage
Other,Water Leakage
Manhole Cover Off,Road Damage
Light Flickering On Off on Wooden Pole,Streetlight Fault
Other,Water Leakage
Other,Water Leakage
Other Loose Garbage,Garbage
Pavement Defect,Road Damage
Paper Spill,Garbage
Light Flickering On Off on Metal Pole,Streetlight Fault
Out of sewer vent 4 inch,Drainage Blockage
Other,Water Leakage
Other Loose Garbage,Garbage
Water main,Water Leakage
Mattress,Garbage
Pavement Defect,Road Damage
Pavement Defect,Road Damage
Light Burnt Out on Unknown Pole,Streetlight Fault
Pole Damaged on Concrete Pole,Streetlight Fault
Out of sewer vent 4 inch,Drainage Blockage
Out of sewer vent 4 inch,Drainage Blockage
Light Burnt Out on Metal Pole,Streetlight Fault
Out of sewer vent 4 inch,Drainage Blockage
Utility Excavation,Road Damage
Oil paint other liquid spill wet,Garbage
Light Burnt Out on Metal Pole,Streetlight Fault
Water leak Water leak,Water Leakage
Pavement Defect,Road Damage
Light Burnt Out on Wooden Pole,Streetlight Fault
Pavement Defect,Road Damage
On street,Drainage Blockage
Pavement Defect,Road Damage
I am writing this to report a persistent problem regarding subside pavement dangerous for pedestrians temple street. This matter has been causing significant inconvenience to the local residents and commuters for several days now. We earnestly request the competent municipal authority to look into this defect and execute necessary sort out at the earliest opportunity to prevent further hazards.,Road Damage
Light Burnt Out on Metal Pole,Streetlight Fault
Out of sewer vent 4 inch,Drainage Blockage
Out of sewer vent 4 inch,Drainage Blockage
Other,Water Leakage
Glass,Garbage
"While passing by government office back alley yesterday, I noticed a severe case of sludge accumulation reducing pipe capacity. It looked quite dangerous and seemed like it had been neglected for quite some time, so I decided to raise a formal report.",Drainage Blockage
Light On all the time on Metal Pole,Streetlight Fault
Electronics w out monitor under 21 inches,Garbage
Out of catch basin,Drainage Blockage
Mattress,Garbage
Pavement Defect,Road Damage
Why has the hairline pipeline crack causing low pressure apartment entrance not been attended to yet? Who is responsible for this civic neglect?,Water Leakage
Pavement Defect,Road Damage
Light Burnt Out on Concrete Pole,Streetlight Fault
Other,Water Leakage
Out of sewer vent 4 inch,Drainage Blockage
Utility Excavation,Road Damage
Pavement Defect,Road Damage
It has been observed that stagnant black water emitting foul smell is present near the bus stop. A regular inspection and subsequent address should be scheduled by the concerned department.,Drainage Blockage
Light Burnt Out on Metal Pole,Streetlight Fault
Water main,Water Leakage
Water leak Water leak,Water Leakage
Other,Water Leakage
Other,Water Leakage
Out of sewer vent 4 inch,Drainage Blockage
Light Burnt Out on Metal Pole,Streetlight Fault
Other,Water Leakage
Water main,Water Leakage
Light Burnt Out on Metal Pole,Streetlight Fault
Other,Water Leakage
Out of sewer vent 4 inch,Drainage Blockage
Other,Water Leakage
Garbage,Garbage
Out of sewer vent 4 inch,Drainage Blockage
Pavement Defect,Road Damage
Human waste or urine,Garbage
Pavement Defect,Road Damage
Light Burnt Out on Metal Pole,Streetlight Fault
feces and dark water pooling on the asphalt industrial zone.,Drainage Blockage
Light Burnt Out on Unknown Pole,Streetlight Fault
Light Burnt Out on Wooden Pole,Streetlight Fault
Illegal Dumping - Furniture,Garbage
Light Burnt Out on Metal Pole,Streetlight Fault
Light Burnt Out on Metal Pole,Streetlight Fault
On street,Drainage Blockage
"While passing by by the market yesterday, I noticed a severe case of leaking control valve spraying water. It looked quite dangerous and seemed like it had been neglected for quite some time, so I decided to raise a formal report.",Water Leakage
Out of sewer vent 4 inch,Drainage Blockage
Mattress,Garbage
Pavement Defect,Road Damage
Pavement Defect,Road Damage
Pavement Defect,Road Damage
Other,Water Leakage
Out of sewer vent 4 inch,Drainage Blockage
Other,Water Leakage
Water main,Water Leakage
Other,Water Leakage
Water leak Water leak,Water Leakage
Pavement Defect,Road Damage
Other,Water Leakage
Out of sewer vent 4 inch,Drainage Blockage
Construction Plate Shifted,Road Damage
Pavement Defect,Road Damage
Out of catch basin,Drainage Blockage
Other,Water Leakage
Encampment Cleanup,Garbage
Other,Water Leakage
Light Burnt Out on Metal Pole,Streetlight Fault
Human waste or urine,Garbage
Pavement Defect,Road Damage
Other,Water Leakage
Out of sewer vent 4 inch,Drainage Blockage
Water main,Water Leakage
Light Burnt Out on Concrete Pole,Streetlight Fault
Other,Water Leakage
Out of sewer vent 4 inch,Drainage Blockage
Out of sewer vent 4 inch,Drainage Blockage
Boxed or Bagged Items,Garbage
Light Burnt Out on Unknown Pole,Streetlight Fault
Water main,Water Leakage
How long do we have to tolerate this entire street dark for five consecutive nights near the bus stop?! This is an absolute failure of civic maintenance. Fix it i mme date ly without any more excuses!,Streetlight Fault
Out of sewer vent 4 inch,Drainage Blockage
Pavement Defect,Road Damage
Other,Water Leakage
Light Flickering On Off on Wooden Pole,Streetlight Fault
Light Burnt Out on Metal Pole,Streetlight Fault
Overflowing City Receptacle or Dumpster,Garbage
Light Burnt Out on Metal Pole,Streetlight Fault
Pavement Defect,Road Damage
Pole Damaged on Metal Pole,Streetlight Fault
Out of sewer vent 4 inch,Drainage Blockage
"Hey, exposed iron rods from broken pavement main crossroad. Can someone please come and mend it as soon as possible?",Road Damage
I am writing this to report a persistent problem regarding open drain choked with weeds and domestic waste main crossroad. This matter has been causing significant inconvenience to the local residents and commuters for several days now. We earnestly request the competent municipal authority to look into this defect and execute necessary remove at the earliest opportunity to prevent further hazards.,Drainage Blockage
Other,Water Leakage
Electronics,Garbage
On street,Drainage Blockage
Water coming out,Drainage Blockage
Could you please look into the collapsed drainage pipe underground industrial zone? Your timely assistance in getting this resolved would be highly appreciated by everyone in the neighborhood.,Drainage Blockage
On street,Drainage Blockage
Out of sewer vent 4 inch,Drainage Blockage
How long do we have to tolerate this rotting food waste attracting stray dogs apartment entrance?! This is an absolute failure of civic maintenance. Fix it immediately without any more excuses!,Garbage
Boxed or Bagged Items,Garbage
Pavement Defect,Road Damage
It is deeply distressing to see light completely off leaving area pitch dark near the school. Our children and elderly family members are facing constant trouble and danger due to this. We feel completely ignored by the authorities after multiple follow ups,Streetlight Fault
Out of sewer vent 4 inch,Drainage Blockage
Could you please look into the severe road erosion due to rains highway lane? Your timely assistance in getting this resolved would be highly appreciated by everyone in the neighborhood.,Road Damage
Pavement Defect,Road Damage
Garbage,Garbage
It is deeply distressing to see illegal dumping of construction debris railway station gate. Our children and elderly family members are facing constant trouble and danger due to this. We feel completely ignored by the authorities after multiple follow ups,Garbage
drinking water pipe contaminated by roadside flow outside the hospital.,Water Leakage
Light Burnt Out on Unknown Pole,Streetlight Fault
Human Waste,Garbage
Light Burnt Out on Concrete Pole,Streetlight Fault
Other,Water Leakage
Manhole Cover Off,Road Damage
Water main,Water Leakage
It is deeply distressing to see gushing water from broken main line inside our colony. Our children and elderly family members are facing constant trouble and danger due to this. We feel completely ignored by the authorities after multiple follow ups,Water Leakage
"Hey, household garbage thrown in open plots temple street. Can someone please come and sort out it as soon as possible?",Garbage
Water coming out,Drainage Blockage
Water main,Water Leakage
Other,Water Leakage
It has been observed that fuse blown inside the pole base panel is present railway station gate. A regular inspection and subsequent resolve should be scheduled by the concerned department.,Streetlight Fault
Illegal Dumping - Other enter additional details below,Garbage
Pavement Defect,Road Damage
Out of sewer vent 4 inch,Drainage Blockage
Other,Water Leakage
Other,Water Leakage
Light Flickering On Off on Wooden Pole,Streetlight Fault
Other,Water Leakage
Sewage back up Out of sewer vent 4 inch,Drainage Blockage
Other,Water Leakage
Other,Water Leakage
Other Loose Garbage,Garbage
I am writing this to report a persistent problem regarding sewage overflow entering residential compounds outside the hospital. This matter has been causing significant inconvenience to the local residents and commuters for several days now. We earnestly request the competent municipal authority to look into this defect and execute necessary remove at the earliest opportunity to prevent further hazards.,Drainage Blockage
Needles,Garbage
Light Burnt Out on Unknown Pole,Streetlight Fault
Human waste or urine,Garbage
Other,Water Leakage
Pavement Defect,Road Damage
Pavement Defect,Road Damage
Light Burnt Out on Concrete Pole,Streetlight Fault
"Hey, precious drinking water lost for hours railway station gate. Can someone please come and rectify it as soon as possible?",Water Leakage
Light Flickering On Off on Metal Pole,Streetlight Fault
Out of sewer vent 4 inch,Drainage Blockage
Why has the loose gravel causing bikes to slip service road not been attended to yet? Who is responsible for this civic neglect?,Road Damage
Pavement Defect,Road Damage
Light On all the time on Metal Pole,Streetlight Fault
Out of sewer vent 4 inch,Drainage Blockage
Out of sewer vent 4 inch,Drainage Blockage
Other,Water Leakage
Light Burnt Out on Wooden Pole,Streetlight Fault
Pavement Defect,Road Damage
Light Burnt Out on Unknown Pole,Streetlight Fault
Pavement Defect,Road Damage
Light Flickering On Off on Wooden Pole,Streetlight Fault
Illegal Dumping,Garbage
Human waste or urine,Garbage
Pavement Defect,Road Damage
Light Flickering On Off on Wooden Pole,Streetlight Fault
Other,Water Leakage
Garbage,Garbage
Mattress,Garbage
Sewage back up Out of sewer vent 4 inch,Drainage Blockage
Light Burnt Out on Metal Pole,Streetlight Fault
Out of sewer vent 4 inch,Drainage Blockage
Pavement Defect,Road Damage
Pavement Defect,Road Damage
Light On all the time on Unknown Pole,Streetlight Fault
Other Request Light Shield on Metal Pole,Streetlight Fault
Could you please look into the electrical short circuit causing sparks inside our colony? Your timely assistance in getting this resolved would be highly appreciated by everyone in the neighborhood.,Streetlight Fault
Other,Water Leakage
Other,Water Leakage
Other,Water Leakage
underground pipe crack seeping through concrete near the school.,Water Leakage
Electronics w monitor 21 inches and over,Garbage
Other on Unknown Pole,Streetlight Fault
Water leak Water leak,Water Leakage
Encampment Cleanup,Garbage
Light Burnt Out on Metal Pole,Streetlight Fault
It has been observed that rotting food waste attracting stray dogs is present near the bus stop. A regular inspection and subsequent address should be scheduled by the concerned department.,Garbage
It is deeply distressing to see supply line joint broken near the bus stop. Our children and elderly family members are facing constant trouble and danger due to this. We feel completely ignored by the authorities after multiple follow ups,Water Leakage
Pavement Defect,Road Damage
Manhole Cover Off,Road Damage
Other Loose Garbage,Garbage
Out of sewer vent 4 inch,Drainage Blockage
It has been observed that community bin hasn't been emptied for a week is present inside our colony. A regular inspection and subsequent patch up should be scheduled by the concerned department.,Garbage
Light Flickering On Off on Metal Pole,Streetlight Fault
damaged speed breaker without markings inside our colony.,Road Damage
Why has the severely blocked sewer causing back flow inside our colony not been attended to yet? Who is responsible for this civic neglect?,Drainage Blockage
Human Waste,Garbage
It is deeply distressing to see tar peeling off completely bridge approach. Our children and elderly family members are facing constant trouble and danger due to this. We feel completely ignored by the authorities after multiple follow ups,Road Damage
Light Flickering On Off on Wooden Pole,Streetlight Fault
Pavement Defect,Road Damage
Garbage,Garbage
Garbage,Garbage
Other,Water Leakage
Transit shelter platform,Garbage
Electronics w monitor under 21 inches,Garbage
Out of catch basin,Drainage Blockage
Other Loose Garbage,Garbage
On property,Drainage Blockage
Other Loose Garbage,Garbage
Light On all the time on Metal Pole,Streetlight Fault
Other,Water Leakage
Other,Water Leakage
Out of sewer vent 4 inch,Drainage Blockage
Light Burnt Out on Metal Pole,Streetlight Fault
Other,Water Leakage
Other Loose Garbage,Garbage
Other,Water Leakage
Pavement Defect,Road Damage
On street,Drainage Blockage
Out of catch basin,Drainage Blockage
Pavement Defect,Road Damage
On street,Drainage Blockage
Other,Water Leakage
Water leak Water leak,Water Leakage
On street,Drainage Blockage
Water main,Water Leakage
LED panel failure resulting in zero illumination railway station gate.,Streetlight Fault
Out of sewer vent 4 inch,Drainage Blockage
I am writing this to report a persistent problem regarding continuous seepage dampening walls apartment entrance. This matter has been causing significant inconvenience to the local residents and commuters for several days now. We earnestly request the competent municipal authority to look into this defect and execute necessary address at the earliest opportunity to prevent further hazards.,Water Leakage
Light Flickering On Off on Metal Pole,Streetlight Fault
Water leak Water leak,Water Leakage
Other,Water Leakage
Boxed or Bagged Items,Garbage
Water main,Water Leakage
Out of sewer vent 4 inch,Drainage Blockage
Out of sewer vent 4 inch,Drainage Blockage
Street Cleaning,Garbage
Pavement Defect,Road Damage
Light Burnt Out on Wooden Pole,Streetlight Fault
Garbage,Garbage
Pavement Defect,Road Damage
Other,Water Leakage
Water main,Water Leakage
Pavement Defect,Road Damage
City garbage can overflowing,Garbage
"Hey, continuous seepage dampening walls public park corner. Can someone please come and overhaul it as soon as possible?",Water Leakage
Human waste or urine,Garbage
Pavement Defect,Road Damage
Human Waste,Garbage
Pavement Defect,Road Damage
Pavement Defect,Road Damage
Light Burnt Out on Metal Pole,Streetlight Fault
Out of sewer vent 4 inch,Drainage Blockage
Light Burnt Out on Metal Pole,Streetlight Fault
Pavement Defect,Road Damage
Light Flickering On Off on Wooden Pole,Streetlight Fault
Light On all the time on Concrete Pole,Streetlight Fault
Pavement Defect,Road Damage
Other,Water Leakage
How long do we have to tolerate this exposed iron rods from broken pavement highway lane?! This is an absolute failure of civic maintenance. Fix it immediately without any more excuses!,Road Damage
Pavement Defect,Road Damage
Out of sewer vent 4 inch,Drainage Blockage
Manhole Cover Off,Road Damage
This is to bring to your kind notice that there is an issue with rainwater drainage system completely choked situated temple street. Kindly arrange for an immediate remove.,Drainage Blockage
Out of sewer vent 4 inch,Drainage Blockage
Other Loose Garbage,Garbage
Pavement Defect,Road Damage
This is to bring to your kind notice that there is an issue with overflowing manhole cover lifting up situated near the school. Kindly arrange for an immediate mend.,Drainage Blockage
Light Burnt Out on Wooden Pole,Streetlight Fault
Other,Water Leakage
Furniture,Garbage
Out of sewer vent 4 inch,Drainage Blockage
Out of sewer vent 4 inch,Drainage Blockage
On street,Drainage Blockage
Out of sewer vent 4 inch,Drainage Blockage
Water leak Water leak,Water Leakage
Water leak Water leak,Water Leakage
Utility Excavation,Road Damage
Light Burnt Out on Concrete Pole,Streetlight Fault
Other,Water Leakage
From manhole cover,Drainage Blockage
From side sewer vent,Drainage Blockage
Could you please look into the gutter overflowing on to the walking path public park corner? Your timely assistance in getting this resolved would be highly appreciated by everyone in the neighborhood.,Drainage Blockage
Light Burnt Out on Metal Pole,Streetlight Fault
Boxed or Bagged Items,Garbage
damaged automated switch mechanism near the school.,Streetlight Fault
It is deeply distressing to see vandalized light fixture with broken glass service road. Our children and elderly family members are facing constant trouble and danger due to this. We feel completely ignored by the authorities after multiple follow ups,Streetlight Fault
Pavement Defect,Road Damage
Other Loose Garbage,Garbage
Garbage,Garbage
Boxed or Bagged Items,Garbage
Why has the grease block from nearby restaurants industrial zone not been attended to yet? Who is responsible for this civic neglect?,Drainage Blockage
Utility Excavation,Road Damage
Other,Water Leakage
Other Loose Garbage,Garbage
Human Waste,Garbage
Light Burnt Out on Wooden Pole,Streetlight Fault
Other,Water Leakage
Human waste or urine,Garbage
Pavement Defect,Road Damage
Light Burnt Out on Concrete Pole,Streetlight Fault
Other,Water Leakage
Light Burnt Out on Metal Pole,Streetlight Fault
On street,Drainage Blockage
Furniture,Garbage
It is deeply distressing to see broken concrete road divider main crossroad. Our children and elderly family members are facing constant trouble and danger due to this. We feel completely ignored by the authorities after multiple follow ups,Road Damage
Other,Water Leakage
Other Loose Garbage,Garbage
Light Burnt Out on Metal Pole,Streetlight Fault
Furniture,Garbage
Out of sewer vent 4 inch,Drainage Blockage
Water main,Water Leakage
Light Burnt Out on Wooden Pole,Streetlight Fault
Encampment Cleanup,Garbage
Light On all the time on Metal Pole,Streetlight Fault
Construction Plate Shifted,Road Damage
Human Waste,Garbage
Construction Plate Shifted,Road Damage
Water coming out,Drainage Blockage
Pavement Defect,Road Damage
Electronics,Garbage
Pavement Defect,Road Damage
Other,Water Leakage
Pavement Defect,Road Damage
Pavement Defect,Road Damage
Out of sewer vent 4 inch,Drainage Blockage
Other,Water Leakage
Could you please look into the plastic bags clogging the inlet near the school? Your timely assistance in getting this resolved would be highly appreciated by everyone in the neighborhood.,Drainage Blockage
Water main,Water Leakage
Light On all the time on Metal Pole,Streetlight Fault
Other Loose Garbage,Garbage
Out of sewer vent 4 inch,Drainage Blockage
Furniture,Garbage
Other,Water Leakage
On property,Drainage Blockage
Water main,Water Leakage
Human Waste,Garbage
Human waste or urine,Garbage
Light Burnt Out on Metal Pole,Streetlight Fault
Furniture,Garbage
Other Loose Garbage,Garbage
Pole Cover Missing on Metal Pole,Streetlight Fault
Other Loose Garbage,Garbage
Out of sewer vent 4 inch,Drainage Blockage
Pavement Defect,Road Damage
Other,Water Leakage
Out of sewer vent 4 inch,Drainage Blockage
Needles,Garbage
It has been observed that crater like holes causing daily traffic jams is present main crossroad. A regular inspection and subsequent fix should be scheduled by the concerned department.,Road Damage
On property,Drainage Blockage
Water main,Water Leakage
Other on Unknown Pole,Streetlight Fault
Overflowing City Receptacle or Dumpster,Garbage
On street,Drainage Blockage
Electronics,Garbage
Boxed or Bagged Items,Garbage
Out of sewer vent 4 inch,Drainage Blockage
Pavement Defect,Road Damage
Out of sewer vent 4 inch,Drainage Blockage
On street,Drainage Blockage
Water leak Water leak,Water Leakage
Other,Water Leakage
It has been observed that overflowing bins spilling on to the pavement is present main crossroad. A regular inspection and subsequent sort out should be scheduled by the concerned department.,Garbage
Out of sewer vent 4 inch,Drainage Blockage
Pavement Defect,Road Damage
broken concrete road divider near the bus stop.,Road Damage
Out of sewer vent 4 inch,Drainage Blockage
Other,Water Leakage
On street,Drainage Blockage
Other,Water Leakage
Other Loose Garbage,Garbage
Garbage,Garbage
Water main,Water Leakage
Out of sewer vent 4 inch,Drainage Blockage
Water coming out,Drainage Blockage
Light Burnt Out on Metal Pole,Streetlight Fault
"While passing by footpath yesterday, I noticed a severe case of unclear ed trash piles creating un hygienic conditions. It looked quite dangerous and seemed like it had been neglected for quite some time, so I decided to raise a formal report.",Garbage
Pavement Defect,Road Damage
Light Flickering On Off on Unknown Pole,Streetlight Fault
Out of sewer vent 4 inch,Drainage Blockage
"While passing by main crossroad yesterday, I noticed a severe case of partially collapsed section of the road. It looked quite dangerous and seemed like it had been neglected for quite some time, so I decided to raise a formal report.",Road Damage
Light Flickering On Off on Metal Pole,Streetlight Fault
Water main,Water Leakage
Pavement Defect,Road Damage
Light Burnt Out on Concrete Pole,Streetlight Fault
Other,Water Leakage
Encampment Cleanup,Garbage
Light Flickering On Off on Metal Pole,Streetlight Fault
Pavement Defect,Road Damage
Pole Cover Missing on Unknown Pole,Streetlight Fault
Light Burnt Out on Metal Pole,Streetlight Fault
Could you please look into the overflowing bins spilling on to the pavement by the market? Your timely assistance in getting this resolved would be highly appreciated by everyone in the neighborhood.,Garbage
Water main,Water Leakage
community bin hasn't been emptied for a week footpath.,Garbage
Pavement Defect,Road Damage
Water leak Water leak,Water Leakage
Utility Excavation,Road Damage
Light Burnt Out on Unknown Pole,Streetlight Fault
Water main,Water Leakage
Other,Water Leakage
Other,Water Leakage
Pavement Defect,Road Damage
On street,Drainage Blockage
Other Loose Garbage,Garbage
Could you please look into the damaged speed breaker without markings near the school? Your timely assistance in getting this resolved would be highly appreciated by everyone in the neighborhood.,Road Damage
Tires less than 10,Garbage
Other,Water Leakage
Out of sewer vent 4 inch,Drainage Blockage
Sewage back up Out of manhole cover,Drainage Blockage
Other,Water Leakage
Out of sewer vent 4 inch,Drainage Blockage
Furniture,Garbage
Pole Damaged on Wooden Pole,Streetlight Fault
Out of sewer vent 4 inch,Drainage Blockage
Encampment Cleanup,Garbage
Electronics,Garbage
Out of manhole cover,Drainage Blockage
Out of catch basin,Drainage Blockage
Light Burnt Out on Metal Pole,Streetlight Fault
I am writing this to report a persistent problem regarding timer malfunction turning lights off early main crossroad. This matter has been causing significant inconvenience to the local residents and commuters for several days now. We earnestly request the competent municipal authority to look into this defect and execute necessary rectify at the earliest opportunity to prevent further hazards.,Streetlight Fault
Other,Water Leakage
Garbage,Garbage
Pavement Defect,Road Damage
Light Flickering On Off on Wooden Pole,Streetlight Fault
Pavement Defect,Road Damage
Other,Water Leakage
Furniture,Garbage
Sidewalk Cleaning,Garbage
Human waste or urine,Garbage
Other,Water Leakage
Other,Water Leakage
Other,Water Leakage
Other Loose Garbage,Garbage
"Hey, fountain of water from construction puncture temple street. Can someone please come and clean it as soon as possible?",Water Leakage
Pavement Defect,Road Damage
Light Burnt Out on Concrete Pole,Streetlight Fault
Pavement Defect,Road Damage
Water leak Water leak,Water Leakage
"While passing by by the market yesterday, I noticed a severe case of flickering bulb causing annoying strobe effect. It looked quite dangerous and seemed like it had been neglected for quite some time, so I decided to raise a formal report.",Streetlight Fault
Odor From other location,Drainage Blockage
Other,Water Leakage
Water leak Water leak,Water Leakage
Other Loose Garbage,Garbage
Light Burnt Out on Wooden Pole,Streetlight Fault
Out of sewer vent 4 inch,Drainage Blockage
Pavement Defect,Road Damage
Pavement Defect,Road Damage
Other Loose Garbage,Garbage
Other Loose Garbage,Garbage
Light Burnt Out on Wooden Pole,Streetlight Fault
Out of sewer vent 4 inch,Drainage Blockage
Light On all the time on Wooden Pole,Streetlight Fault
Light On all the time on Metal Pole,Streetlight Fault
Out of sewer vent 4 inch,Drainage Blockage
Light Burnt Out on Unknown Pole,Streetlight Fault
Out of sewer vent 4 inch,Drainage Blockage
Other,Water Leakage
Sidewalk Cleaning,Garbage
Furniture,Garbage
Out of sewer vent 4 inch,Drainage Blockage
Light Flickering On Off on Concrete Pole,Streetlight Fault
Other,Water Leakage
Other Loose Garbage,Garbage
Other,Water Leakage
Out of sewer vent 4 inch,Drainage Blockage
Sewage back up Out of sewer vent 4 inch,Drainage Blockage
Mattress,Garbage
Light Flickering On Off on Unknown Pole,Streetlight Fault
roadside waste accumulating over weeks near the school.,Garbage
Other on Metal Pole,Streetlight Fault
Other,Water Leakage
This is to bring to your kind notice that there is an issue with overflowing manhole cover lifting up situated by the market. Kindly arrange for an immediate patch up.,Drainage Blockage
Light Burnt Out on Wooden Pole,Streetlight Fault
On property,Drainage Blockage
Pavement Defect,Road Damage
Encampment Cleanup,Garbage
Out of sewer vent 4 inch,Drainage Blockage
Pavement Defect,Road Damage
Mattress,Garbage
Furniture,Garbage
Pavement Defect,Road Damage
I am writing this to report a persistent problem regarding burnt out sodium vapor lamp railway station gate. This matter has been causing significant inconvenience to the local residents and commuters for several days now. We earnestly request the competent municipal authority to look into this defect and execute necessary clear at the earliest opportunity to prevent further hazards.,Streetlight Fault
Pavement Defect,Road Damage
On street,Drainage Blockage
Garbage,Garbage
Sidewalk Cleaning,Garbage
heavy accumulation of dry leaves and plastic outside the hospital.,Garbage
Mattress,Garbage
Pavement Defect,Road Damage
Pavement Defect,Road Damage
On street,Drainage Blockage
Sewage back up Out of sewer vent 4 inch,Drainage Blockage
Other,Water Leakage
Why has the underground pipe crack seeping through concrete service road not been attended to yet? Who is responsible for this civic neglect?,Water Leakage
Other,Water Leakage
Pavement Defect,Road Damage
Other,Water Leakage
Out of sewer vent 4 inch,Drainage Blockage
Light Flickering On Off on Unknown Pole,Streetlight Fault
Street Cleaning,Garbage
Manhole Cover Off,Road Damage
From side sewer vent,Drainage Blockage
Pavement Defect,Road Damage
Other,Water Leakage
Manhole Cover Off,Road Damage
Pavement Defect,Road Damage
Refrigerator,Garbage
Other Loose Garbage,Garbage
Light Burnt Out on Unknown Pole,Streetlight Fault
Utility Excavation,Road Damage
Pavement Defect,Road Damage
Pavement Defect,Road Damage
Pavement Defect,Road Damage
Light Flickering On Off on Wooden Pole,Streetlight Fault
Light Burnt Out on Metal Pole,Streetlight Fault
Pavement Defect,Road Damage
Other,Water Leakage
Out of sewer vent 4 inch,Drainage Blockage
Light Burnt Out on Unknown Pole,Streetlight Fault
Pavement Defect,Road Damage
This is to bring to your kind notice that there is an issue with dim light barely illuminating the ground situated main crossroad. Kindly arrange for an immediate rectify.,Streetlight Fault
Manhole Cover Off,Road Damage
Boxed or Bagged Items,Garbage
Pavement Defect,Road Damage
Mattress,Garbage
Out of sewer vent 4 inch,Drainage Blockage
Other Request New Streetlight on Wooden Pole,Streetlight Fault
Out of sewer vent 4 inch,Drainage Blockage
Out of sewer vent 4 inch,Drainage Blockage
Other,Water Leakage
Furniture,Garbage
Pavement Defect,Road Damage
Out of sewer vent 4 inch,Drainage Blockage
It has been observed that gushing water from broken main line is present service road. A regular inspection and subsequent repair should be scheduled by the concerned department.,Water Leakage
I am writing this to report a persistent problem regarding high mast light not working since weeks inside our colony. This matter has been causing significant inconvenience to the local residents and commuters for several days now. We earnestly request the competent municipal authority to look into this defect and execute necessary clean at the earliest opportunity to prevent further hazards.,Streetlight Fault
Pavement Defect,Road Damage
It is deeply distressing to see dead animal causing terrible smell public park corner. Our children and elderly family members are facing constant trouble and danger due to this. We feel completely ignored by the authorities after multiple follow ups,Garbage
Water leak Water leak,Water Leakage
Out of sewer vent 4 inch,Drainage Blockage
Pavement Defect,Road Damage
Water main,Water Leakage
Other Loose Garbage,Garbage
On property,Drainage Blockage
Light Flickering On Off on Concrete Pole,Streetlight Fault
Manhole Cover Off,Road Damage
Furniture,Garbage
How long do we have to tolerate this culvert completely plugged with debris main crossroad?! This is an absolute failure of civic maintenance. Fix it immediately without any more excuses!,Drainage Blockage
Water main,Water Leakage
Out of catch basin,Drainage Blockage
Why has the industrial sludge blocking the outflow shopping complex not been attended to yet? Who is responsible for this civic neglect?,Drainage Blockage
This is to bring to your kind notice that there is an issue with dead animal causing terrible smell situated service road. Kindly arrange for an immediate patch up.,Garbage
Other,Water Leakage
Other,Water Leakage
Light Burnt Out on Concrete Pole,Streetlight Fault
Pavement Defect,Road Damage
dead animal causing terrible smell metro station exit.,Garbage
Light Burnt Out on Wooden Pole,Streetlight Fault
Out of sewer vent 4 inch,Drainage Blockage
Empty cart,Garbage
Illegal Dumping - Other enter additional details below,Garbage
Pavement Defect,Road Damage
Garbage,Garbage
Furniture,Garbage
Light Burnt Out on Concrete Pole,Streetlight Fault
Other,Water Leakage
Out of sewer vent 4 inch,Drainage Blockage
On property,Drainage Blockage
Utility Excavation,Road Damage
Out of sewer vent 4 inch,Drainage Blockage
It is deeply distressing to see tar peeling off completely public park corner. Our children and elderly family members are facing constant trouble and danger due to this. We feel completely ignored by the authorities after multiple follow ups,Road Damage
Other,Water Leakage
Utility Excavation,Road Damage
Light Flickering On Off on Metal Pole,Streetlight Fault
Out of sewer vent 4 inch,Drainage Blockage
Sidewalk Cleaning,Garbage
Why has the entire lane washed away footpath not been attended to yet? Who is responsible for this civic neglect?,Road Damage
Other,Water Leakage
Other,Water Leakage
Could you please look into the gushing water from broken main line public park corner? Your timely assistance in getting this resolved would be highly appreciated by everyone in the neighborhood.,Water Leakage
Missing liner,Garbage
Light Burnt Out on Wooden Pole,Streetlight Fault
Pavement Defect,Road Damage
Pavement Defect,Road Damage
Pavement Defect,Road Damage
market waste discarded haphazardly footpath.,Garbage
Water main,Water Leakage
Boxed or Bagged Items,Garbage
How long do we have to tolerate this sinking road bed forming a deep dip by the market?! This is an absolute failure of civic maintenance. Fix it immediately without any more excuses!,Road Damage
How long do we have to tolerate this litter scattered all over the playground shopping complex?! This is an absolute failure of civic maintenance. Fix it immediately without any more excuses!,Garbage
Human Waste,Garbage
Can s Left Out 24 x 7,Garbage
Pavement Defect,Road Damage
How long do we have to tolerate this loose gravel causing bikes to slip shopping complex?! This is an absolute failure of civic maintenance. Fix it immediately without any more excuses!,Road Damage
Other,Water Leakage
Pole Damaged on Unknown Pole,Streetlight Fault
"While passing by residential area yesterday, I noticed a severe case of plastic bottles blocking the sidewalk. It looked quite dangerous and seemed like it had been neglected for quite some time, so I decided to raise a formal report.",Garbage
Light Burnt Out on Wooden Pole,Streetlight Fault
Out of sewer vent 4 inch,Drainage Blockage
Construction Plate Shifted,Road Damage
It has been observed that flooded storm drain after mild rain is present highway lane. A regular inspection and subsequent clear should be scheduled by the concerned department.,Drainage Blockage
Pavement Defect,Road Damage
