complaint_text,category
"Hey, feces and dark water pooling on the asphalt bridge approach. Can someone please come and inspect it as soon as possible?",Drainage Blockage
This is to bring to your kind notice that there is an issue with market waste discarded haphazardly situated railway station gate. Kindly arrange for an immediate overhaul.,Garbage
This is to bring to your kind notice that there is an issue with unlevel manhole cover sticking out situated service road. Kindly arrange for an immediate address.,Road Damage
This is to bring to your kind notice that there is an issue with light completely off leaving area pitch dark situated inside our colony. Kindly arrange for an immediate address.,Streetlight Fault
It is deeply distressing to see hairline pipeline crack causing low pressure railway station gate. Our children and elderly family members are facing constant trouble and danger due to this. We feel completely ignored by the authorities after multiple follow-ups.,Water Leakage
Why has the rainwater drainage system completely choked footpath not been attended to yet? Who is responsible for this civic neglect?,Drainage Blockage
I am writing this to report a persistent problem regarding roadside waste accumulating over weeks highway lane. This matter has been causing significant inconvenience to the local residents and commuters for several days now. We earnestly request the competent municipal authority to look into this defect and execute necessary renovate at the earliest opportunity to prevent further hazards.,Garbage
How long do we have to tolerate this discarded furniture blocking the lane railway station gate?! This is an absolute failure of civic maintenance. Fix it immediately without any more excuses!,Garbage
It has been observed that loose gravel causing bikes to slip is present outside the hospital. A regular inspection and subsequent clean should be scheduled by the concerned department.,Road Damage
This is to bring to your kind notice that there is an issue with market waste discarded haphazardly situated village square. Kindly arrange for an immediate attend to.,Garbage
Why has the burnt out sodium vapor lamp railway station gate not been attended to yet? Who is responsible for this civic neglect?,Streetlight Fault
Could you please look into the dirty water backing up into household toilets service road? Your timely assistance in getting this resolved would be highly appreciated by everyone in the neighborhood.,Drainage Blockage
Could you please look into the leaking control valve spraying water railway station gate? Your timely assistance in getting this resolved would be highly appreciated by everyone in the neighborhood.,Water Leakage
I am writing this to report a persistent problem regarding damaged fire hydrant leaking continuously by the market. This matter has been causing significant inconvenience to the local residents and commuters for several days now. We earnestly request the competent municipal authority to look into this defect and execute necessary overhaul at the earliest opportunity to prevent further hazards.,Water Leakage
I am writing this to report a persistent problem regarding subside pavement dangerous for pedestrians service road. This matter has been causing significant inconvenience to the local residents and commuters for several days now. We earnestly request the competent municipal authority to look into this defect and execute necessary remove at the earliest opportunity to prevent further hazards.,Road Damage
Could you please look into the major burst pipeline flooding the street government office back alley? Your timely assistance in getting this resolved would be highly appreciated by everyone in the neighborhood.,Water Leakage
gushing water from broken main line main crossroad.,Water Leakage
"While passing by bridge approach yesterday, I noticed a severe case of foul odor making it impossible to breathe. It looked quite dangerous and seemed like it had been neglected for quite some time, so I decided to raise a formal report.",Garbage
"Hey, LED panel failure resulting in zero illumination service road. Can someone please come and sort out it as soon as possible?",Streetlight Fault
It has been observed that leaking control valve spraying water is present government office back alley. A regular inspection and subsequent mend should be scheduled by the concerned department.,Water Leakage
I am writing this to report a persistent problem regarding water meter leakage wasting clean water temple street. This matter has been causing significant inconvenience to the local residents and commuters for several days now. We earnestly request the competent municipal authority to look into this defect and execute necessary repair at the earliest opportunity to prevent further hazards.,Water Leakage
Could you please look into the crater-like holes causing daily traffic jams apartment entrance? Your timely assistance in getting this resolved would be highly appreciated by everyone in the neighborhood.,Road Damage
"Hey, damaged and peeling asphalt railway station gate. Can someone please come and resolve it as soon as possible?",Road Damage
How long do we have to tolerate this transformer issue affecting all street poles outside the hospital?! This is an absolute failure of civic maintenance. Fix it immediately without any more excuses!,Streetlight Fault
Why has the burnt out sodium vapor lamp residential area not been attended to yet? Who is responsible for this civic neglect?,Streetlight Fault
I am writing this to report a persistent problem regarding sewage overflow entering residential compounds outside the hospital. This matter has been causing significant inconvenience to the local residents and commuters for several days now. We earnestly request the competent municipal authority to look into this defect and execute necessary remove at the earliest opportunity to prevent further hazards.,Drainage Blockage
subside pavement dangerous for pedestrians outside the hospital.,Road Damage
Why has the stagnant black water emitting foul smell service road not been attended to yet? Who is responsible for this civic neglect?,Drainage Blockage
Why has the high mast light not working since weeks near the bus stop not been attended to yet? Who is responsible for this civic neglect?,Streetlight Fault
This is to bring to your kind notice that there is an issue with timer malfunction turning lights off early situated residential area. Kindly arrange for an immedate overhaul.,Streetlight Fault
"Hey, electrical short circuit causing sparks near the school. Can someone please come and inspect it as soon as possible?",Streetlight Fault
Could you please look into the household garbage thrown in open plots highway lane? Your timely assistance in getting this resolved would be highly appreciated by everyone in the neighborhood.,Garbage
Why has the broken concrete road divider service road not been attended to yet? Who is responsible for this civic neglect?,Road Damage
How long do we have to tolerate this bracket arm broken and dangling metro station exit?! This is an absolute failure of civic maintenance. Fix it immediately without any more excuses!,Streetlight Fault
It is deeply distressing to see highly uneven and bumpy surface bridge approach. Our children and elderly family members are facing constant trouble and danger due to this. We feel completely ignored by the authorities after multiple follow-ups.,Road Damage
It has been observed that fuse blown inside the pole base panel is present industrial zone. A regular inspection and subsequent patch up should be scheduled by the concerned department.,Streetlight Fault
festival waste left uncollected shopping complex.,Garbage
"While passing by near the school yesterday, I noticed a severe case of subside pavement dangerous for pedestrians. It looked quite dangerous and seemed like it had been neglected for quite some time, so I decided to raise a formal report.",Road Damage
I am writing this to report a persistent problem regarding market waste discarded haphazardly by the market. This matter has been causing significant inconvenience to the local residents and commuters for several days now. We earnestly request the competent municipal authority to look into this defect and execute necessary check at the earliest opportunity to prevent further hazards.,Garbage
This is to bring to your kind notice that there is an issue with huge dangerous potholes situated near the bus stop. Kindly arrange for an immediate renovate.,Road Damage
"Hey, open drain choked with weeds and domestic waste temple street. Can someone please come and rectify it as soon as possible?",Drainage Blockage
This is to bring to your kind notice that there is an issue with light completely off leaving area pitch dark situated shopping complex. Kindly arrange for an immediate check.,Streetlight Fault
Why has the public tap leaking non-stop residential area not been attended to yet? Who is responsible for this civic neglect?,Water Leakage
How long do we have to tolerate this flickering bulb causing annoying strobe effect footpath?! This is an absolute failure of civic maintenance. Fix it immediately without any more excuses!,Streetlight Fault
It has been observed that huge dangerous potholes is present shopping complex. A regular inspection and subsequent overhaul should be scheduled by the concerned department.,Road Damage
"While passing by metro station exit yesterday, I noticed a severe case of overflowing bins spilling onto the pavement. It looked quite dangerous and seemed like it had been neglected for quite some time, so I decided to raise a formal report.",Garbage
illegal dumping of construction debris public park corner.,Garbage
I am writing this to report a persistent problem regarding leaking control valve spraying water outside the hospital. This matter has been causing significant inconvenience to the local residents and commuters for several days now. We earnestly request the competent municipal authority to look into this defect and execute necessary resolve at the earliest opportunity to prevent further hazards.,Water Leakage
This is to bring to your kind notice that there is an issue with light completely off leaving area pitch dark situated inside our colony. Kindly arrange for an immediate look into.,Streetlight Fault
I am writing this to report a persistent problem regarding damaged automated switch mechanism industrial zone. This matter has been causing significant inconvenience to the local residents and commuters for several days now. We earnestly request the competent municipal authority to look into this defect and execute necessary check at the earliest opportunity to prevent further hazards.,Streetlight Fault
I am writing this to report a persistent problem regarding freshwater wasting down the storm drain railway station gate. This matter has been causing significant inconvenience to the local residents and commuters for several days now. We earnestly request the competent municipal authority to look into this defect and execute necessary renovate at the earliest opportunity to prevent further hazards.,Water Leakage
It is deeply distressing to see severe road erosion due to rains bridge approach. Our children and elderly family members are facing constant trouble and danger due to this. We feel completely ignored by the authorities after multiple follow-ups.,Road Damage
It is deeply distressing to see damaged fire hydrant leaking continuously outside the hospital. Our children and elderly family members are facing constant trouble and danger due to this. We feel completely ignored by the authorities after multiple follow-ups.,Water Leakage
Could you please look into the flooded storm drain after mild rain public park corner? Your timely assistance in getting this resolved would be highly appreciated by everyone in the neighborhood.,Drainage Blockage
Why has the gushing water from broken main line government office back alley not been attended to yet? Who is responsible for this civic neglect?,Water Leakage
It has been observed that plastic bottles blocking the sidewalk is present outside the hospital. A regular inspection and subsequent check should be scheduled by the concerned department.,Garbage
"Hey, overhead municipal tank overflowing temple street. Can someone please come and inspect it as soon as possible?",Water Leakage
Why has the swarm of insects and flies everywhere inside our colony not been attended to yet? Who is responsible for this civic neglect?,Garbage
"Hey, community bin hasn't been emptied for a week apartment entrance. Can someone please come and fix it as soon as possible?",Garbage
Why has the fuse blown inside the pole base panel railway station gate not been attended to yet? Who is responsible for this civic neglect?,Streetlight Fault
Why has the industrial sludge blocking the outflow temple street not been attended to yet? Who is responsible for this civic neglect?,Drainage Blockage
Could you please look into the feces and dark water pooling on the asphalt main crossroad? Your timely assistance in getting this resolved would be highly appreciated by everyone in the neighborhood.,Drainage Blockage
"Hey, stray animals tearing up garbage bags bridge approach. Can someone please come and rectify it as soon as possible?",Garbage
How long do we have to tolerate this subside pavement dangerous for pedestrians inside our colony?! This is an absolute failure of civic maintenance. Fix it immediately without any more excuses!,Road Damage
It is deeply distressing to see stray animals tearing up garbge bags main crossroad. Our children and elderly family members are facing constant trouble and danger due to this. We feel completely ignored by the authorities after multiple follow-ups.,Garbage
"While passing by industrial zone yesterday, I noticed a severe case of heavy accumulation of dry leaves and plastic. It looked quite dangerous and seemed like it had been neglected for quite some time, so I decided to raise a formal report.",Garbage
This is to bring to your kind notice that there is an issue with culvert completely plugged with debris situated village square. Kindly arrange for an immediate attend to.,Drainage Blockage
"Hey, broken concrete road divider village square. Can someone please come and clear it as soon as possible?",Road Damage
It has been observed that swarm of insects and flies everywhere is present government office back alley. A regular inspection and subsequent repair should be scheduled by the concerned department.,Garbage
Could you please look into the severely blocked sewer causing backflow residential area? Your timely assistance in getting this resolved would be highly appreciated by everyone in the neighborhood.,Drainage Blockage
"Hey, entire street dark for five consecutive nights bridge approach. Can someone please come and look into it as soon as possible?",Streetlight Fault
"Hey, sinking road bed forming a deep dip shopping complex. Can someone please come and attend to it as soon as possible?",Road Damage
It has been observed that foul odor making it impossible to breathe is present service road. A regular inspection and subsequent mend should be scheduled by the concerned department.,Garbage
"While passing by footpath yesterday, I noticed a severe case of overflowing bins spilling onto the pavement. It looked quite dangerous and seemed like it had been neglected for quite some time, so I decided to raise a formal report.",Garbage
grease block from nearby restaurants service road.,Drainage Blockage
swarm of insects and flies everywhere by the market.,Garbage
How long do we have to tolerate this dry leaves blocking the drainage grate service road?! This is an absolute failure of civic maintenance. Fix it immedately without any more excuses!,Drainage Blockage
It is deeply distressing to see underground pipe crack seeping through concrete residential area. Our children and elderly family members are facing constant trouble and danger due to this. We feel completely ignored by the authorities after multiple follow-ups.,Water Leakage
"While passing by apartment entrance yesterday, I noticed a severe case of loose gravel causing bikes to slip. It looked quite dangerous and seemed like it had been neglected for quite some time, so I decided to raise a formal report.",Road Damage
entire lane washed away main crossroad.,Road Damage
I am writing this to report a persistent problem regarding partially collapsed section of the road industrial zone. This matter has been causing significant inconvenience to the local residents and commuters for several days now. We earnestly request the competent municipal authority to look into this defect and execute necessary fix at the earliest opportunity to prevent further hazards.,Road Damage
I am writing this to report a persistent problem regarding service pipe ruptured by utility workers public park corner. This matter has been causing significant inconvenience to the local residents and commuters for several days now. We earnestly request the competent municipal authority to look into this defect and execute necessary address at the earliest opportunity to prevent further hazards.,Water Leakage
I am writing this to report a persistent problem regarding crater-like holes causing daily traffic jams government office back alley. This matter has been causing significant inconvenience to the local residents and commuters for several days now. We earnestly request the competent municipal authority to look into this defect and execute necessary clear at the earliest opportunity to prevent further hazards.,Road Damage
I am writing this to report a persistent problem regarding dim light barely illuminating the ground metro station exit. This matter has been causing significant inconvenience to the local residents and commuters for several days now. We earnestly request the competent municipal authority to look into this defect and execute necessary clear at the earliest opportunity to prevent further hazards.,Streetlight Fault
I am writing this to report a persistent problem regarding electrical short circuit causing sparks inside our colony. This matter has been causing significant inconvenience to the local residents and commuters for several days now. We earnestly request the competent municipal authority to look into this defect and execute necessary attend to at the earliest opportunity to prevent further hazards.,Streetlight Fault
tar peeling off completely main crossroad.,Road Damage
cracked and eroding asphalt surface highway lane.,Road Damage
supply line joint broken footpath.,Water Leakage
It is deeply distressing to see dim light barely illuminating the ground shopping complex. Our children and elderly family members are facing constant trouble and danger due to this. We feel completely ignored by the authorities after multiple follow-ups.,Streetlight Fault
How long do we have to tolerate this foul odor making it impossible to breathe bridge approach?! This is an absolute failure of civic maintenance. Fix it immediately without any more excuses!,Garbage
"While passing by public park corner yesterday, I noticed a severe case of LED panel failure resulting in zero illumination. It looked quite dangerous and seemed like it had been neglected for quite some time, so I decided to raise a formal report.",Streetlight Fault
I am writing this to report a persistent problem regarding damaged automated switch mechanism metro station exit. This matter has been causing significant inconvenience to the local residents and commuters for several days now. We earnestly request the competent municipal authority to look into this defect and execute necessary rectify at the earliest opportunity to prevent further hazards.,Streetlight Fault
How long do we have to tolerate this leaking control valve spraying water metro station exit?! This is an absolute failure of civic maintenance. Fix it immediately without any more excuses!,Water Leakage
I am writing this to report a persistent problem regarding blinking lamp going on and off village square. This matter has been causing significant inconvenience to the local residents and commuters for several days now. We earnestly request the competent municipal authority to look into this defect and execute necessary look into at the earliest opportunity to prevent further hazards.,Streetlight Fault
How long do we have to tolerate this sewage overflow entering residential compounds service road?! This is an absolute failure of civic maintenance. Fix it immediately without any more excuses!,Drainage Blockage
Could you please look into the freshwater wasting down the storm drain industrial zone? Your timely assistance in getting this resolved would be highly appreciated by everyone in the neighborhood.,Water Leakage
fuse blown inside the pole base panel inside our colony.,Streetlight Fault
Why has the illegal dumping of construction debris near the bus stop not been attended to yet? Who is responsible for this civic neglect?,Garbage
I am writing this to report a persistent problem regarding blinking lamp going on and off temple street. This matter has been causing significant inconvenience to the local residents and commuters for several days now. We earnestly request the competent municipal authority to look into this defect and execute necessary repair at the earliest opportunity to prevent further hazards.,Streetlight Fault
Could you please look into the vandalized light fixture with broken glass residential area? Your timely assistance in getting this resolved would be highly appreciated by everyone in the neighborhood.,Streetlight Fault
stagnant black water emitting foul smell apartment entrance.,Drainage Blockage
It is deeply distressing to see dry leaves blocking the drainage grate temple street. Our children and elderly family members are facing constant trouble and danger due to this. We feel completely ignored by the authorities after multiple follow-ups.,Drainage Blockage
It has been observed that flickering bulb causing annoying strobe effect is present footpath. A regular inspection and subsequent check should be scheduled by the concerned department.,Streetlight Fault
feces and dark water pooling on the asphalt metro station exit.,Drainage Blockage
I am writing this to report a persistent problem regarding collapsed drainage pipe underground residential area. This matter has been causing significant inconvenience to the local residents and commuters for several days now. We earnestly request the competent municipal authority to look into this defect and execute necessary clear at the earliest opportunity to prevent further hazards.,Drainage Blockage
sharp edges on the side of the road shopping complex.,Road Damage
It has been observed that damaged automated switch mechanism is present near the school. A regular inspection and subsequent overhaul should be scheduled by the concerned department.,Streetlight Fault
Could you please look into the overflowing manhole cover lifting up outside the hospital? Your timely assistance in getting this resolved would be highly appreciated by everyone in the neighborhood.,Drainage Blockage
How long do we have to tolerate this damaged fire hydrant leaking continuously highway lane?! This is an absolute failure of civic maintenance. Fix it immediately without any more excuses!,Water Leakage
It is deeply distressing to see construction damage left unrepaired railway station gate. Our children and elderly family members are facing constant trouble and danger due to this. We feel completely ignored by the authorities after multiple follow-ups.,Road Damage
It is deeply distressing to see underground cable fault cut off power bridge approach. Our children and elderly family members are facing constant trouble and danger due to this. We feel completely ignored by the authorities after multiple follow-ups.,Streetlight Fault
"Hey, fountain of water from construction puncture near the bus stop. Can someone please come and rectify it as soon as possible?",Water Leakage
"Hey, exposed iron rods from broken pavement village square. Can someone please come and fix it as soon as possible?",Road Damage
"While passing by village square yesterday, I noticed a severe case of sewage overflow entering residential compounds. It looked quite dangerous and seemed like it had been neglected for quite some time, so I decided to raise a formal report.",Drainage Blockage
It is deeply distressing to see sludge accumulation reducing pipe capacity public park corner. Our children and elderly family members are facing constant trouble and danger due to this. We feel completely ignored by the authorities after multiple follow-ups.,Drainage Blockage
"Hey, timer malfunction turning lights off early footpath. Can someone please come and repair it as soon as possible?",Streetlight Fault
Could you please look into the foul odor making it impossible to breathe service road? Your timely assistance in getting this resolved would be highly appreciated by everyone in the neighborhood.,Garbage
"While passing by footpath yesterday, I noticed a severe case of gushing water from broken main line. It looked quite dangerous and seemed like it had been neglected for quite some time, so I decided to raise a formal report.",Water Leakage
It has been observed that valve chamber completely flooded is present footpath. A regular inspection and subsequent look into should be scheduled by the concerned department.,Water Leakage
I am writing this to report a persistent problem regarding severely blocked sewer causing backflow footpath. This matter has been causing significant inconvenience to the local residents and commuters for several days now. We earnestly request the competent municipal authority to look into this defect and execute necessary patch up at the earliest opportunity to prevent further hazards.,Drainage Blockage
It has been observed that collapsed drainage pipe underground is present metro station exit. A regular inspection and subsequent attend to should be scheduled by the concerned department.,Drainage Blockage
It has been observed that overflowing bins spilling onto the pavement is present highway lane. A regular inspection and subsequent attend to should be scheduled by the concerned department.,Garbage
This is to bring to your kind notice that there is an issue with loose gravel causing bikes to slip situated service road. Kindly arrange for an immediate clean.,Road Damage
This is to bring to your kind notice that there is an issue with leaking control valve spraying water situated bridge approach. Kindly arrange for an immediate sort out.,Water Leakage
I am writing this to report a persistent problem regarding plastic bags clogging the inlet public park corner. This matter has been causing significant inconvenience to the local residents and commuters for several days now. We earnestly request the competent municipal authority to look into this defect and execute necessary check at the earliest opportunity to prevent further hazards.,Drainage Blockage
Why has the constant dripping from connection point metro station exit not been attended to yet? Who is responsible for this civic neglect?,Water Leakage
Why has the transformer issue affecting all street poles near the school not been attended to yet? Who is responsible for this civic neglect?,Streetlight Fault
Why has the exposed live wiring hanging from the post industrial zone not been attended to yet? Who is responsible for this civic neglect?,Streetlight Fault
It has been observed that flooded storm drain after mild rain is present outside the hospital. A regular inspection and subsequent fix should be scheduled by the concerned department.,Drainage Blockage
"Hey, entire lane washed away metro station exit. Can someone please come and address it as soon as possible?",Road Damage
"Hey, festival waste left uncollected near the school. Can someone please come and rectify it as soon as possible?",Garbage
It has been observed that damaged fire hydrant leaking continuously is present village square. A regular inspection and subsequent attend to should be scheduled by the concerned department.,Water Leakage
It is deeply distressing to see transformer issue affecting all street poles village square. Our children and elderly family members are facing constant trouble and danger due to this. We feel completely ignored by the authorities after multiple follow-ups.,Streetlight Fault
Could you please look into the service pipe ruptured by utility workers inside our colony? Your timely assistance in getting this resolved would be highly appreciated by everyone in the neighborhood.,Water Leakage
"While passing by by the market yesterday, I noticed a severe case of subside pavement dangerous for pedestrians. It looked quite dangerous and seemed like it had been neglected for quite some time, so I decided to raise a formal report.",Road Damage
Why has the exposed iron rods from broken pavement apartment entrance not been attended to yet? Who is responsible for this civic neglect?,Road Damage
festival waste left uncollected government office back alley.,Garbage
It has been observed that broken concrete road divider is present service road. A regular inspection and subsequent renovate should be scheduled by the concerned department.,Road Damage
"Hey, culvert completely plugged with debris by the market. Can someone please come and fix it as soon as possible?",Drainage Blockage
This is to bring to your kind notice that there is an issue with rotting food waste attracting stray dogs situated outside the hospital. Kindly arrange for an immediate remove.,Garbage
"Hey, transformer issue affecting all street poles near the school. Can someone please come and repair it as soon as possible?",Streetlight Fault
It is deeply distressing to see public tap leaking non-stop footpath. Our children and elderly family members are facing constant trouble and danger due to this. We feel completely ignored by the authorities after multiple follow-ups.,Water Leakage
It has been observed that stagnant black water emitting foul smell is present near the bus stop. A regular inspection and subsequent address should be scheduled by the concerned department.,Drainage Blockage
Could you please look into the waste water stagnant for over a month residential area? Your timely assistance in getting this resolved would be highly appreciated by everyone in the neighborhood.,Drainage Blockage
It has been observed that overhead municipal tank overflowing is present inside our colony. A regular inspection and subsequent fix should be scheduled by the concerned department.,Water Leakage
Could you please look into the community bin hasn't been emptied for a week inside our colony? Your timely assistance in getting this resolved would be highly appreciated by everyone in the neighborhood.,Garbage
"While passing by industrial zone yesterday, I noticed a severe case of vandalized light fixture with broken glass. It looked quite dangerous and seemed like it had been neglected for quite some time, so I decided to raise a formal report.",Streetlight Fault
sinking road bed forming a deep dip service road.,Road Damage
This is to bring to your kind notice that there is an issue with fuse blown inside the pole base panel situated village square. Kindly arrange for an immediate remove.,Streetlight Fault
How long do we have to tolerate this plastic bags clogging the inlet public park corner?! This is an absolute failure of civic maintenance. Fix it immedately without any more excuses!,Drainage Blockage
It is deeply distressing to see severely blocked sewer causing backflow service road. Our children and elderly family members are facing constant trouble and danger due to this. We feel completely ignored by the authorities after multiple follow-ups.,Drainage Blockage
This is to bring to your kind notice that there is an issue with unlevel manhole cover sticking out situated village square. Kindly arrange for an immediate rectify.,Road Damage
How long do we have to tolerate this flooded storm drain after mild rain shopping complex?! This is an absolute failure of civic maintenance. Fix it immediately without any more excuses!,Drainage Blockage
community bin hasn't been emptied for a week railway station gate.,Garbage
"Hey, roadside waste accumulating over weeks outside the hospital. Can someone please come and inspect it as soon as possible?",Garbage
This is to bring to your kind notice that there is an issue with overflowing dumpsters catching fire situated railway station gate. Kindly arrange for an immediate check.,Garbage
It is deeply distressing to see sinking road bed forming a deep dip residential area. Our children and elderly family members are facing constant trouble and danger due to this. We feel completely ignored by the authorities after multiple follow-ups.,Road Damage
This is to bring to your kind notice that there is an issue with industrial sludge blocking the outflow situated by the market. Kindly arrange for an immediate inspect.,Drainage Blockage
Why has the freshwater wasting down the storm drain near the school not been attended to yet? Who is responsible for this civic neglect?,Water Leakage
cracked and eroding asphalt surface residential area.,Road Damage
How long do we have to tolerate this fountain of water from construction puncture residential area?! This is an absolute failure of civic maintenance. Fix it immediately without any more excuses!,Water Leakage
Why has the loose gravel causing bikes to slip service road not been attended to yet? Who is responsible for this civic neglect?,Road Damage
I am writing this to report a persistent problem regarding stagnant black water emitting foul smell footpath. This matter has been causing significant inconvenience to the local residents and commuters for several days now. We earnestly request the competent municipal authority to look into this defect and execute necessary sort out at the earliest opportunity to prevent further hazards.,Drainage Blockage
overflowing dumpsters catching fire shopping complex.,Garbage
This is to bring to your kind notice that there is an issue with exposed live wiring hanging from the post situated near the school. Kindly arrange for an immediate renovate.,Streetlight Fault
Why has the hairline pipeline crack causing low pressure village square not been attended to yet? Who is responsible for this civic neglect?,Water Leakage
Why has the rotting food waste attracting stray dogs government office back alley not been attended to yet? Who is responsible for this civic neglect?,Garbage
I am writing this to report a persistent problem regarding continuous seepage dampening walls bridge approach. This matter has been causing significant inconvenience to the local residents and commuters for several days now. We earnestly request the competent municipal authority to look into this defect and execute necessary clean at the earliest opportunity to prevent further hazards.,Water Leakage
Could you please look into the household garbage thrown in open plots apartment entrance? Your timely assistance in getting this resolved would be highly appreciated by everyone in the neighborhood.,Garbage
It has been observed that unlevel manhole cover sticking out is present highway lane. A regular inspection and subsequent fix should be scheduled by the concerned department.,Road Damage
This is to bring to your kind notice that there is an issue with service pipe ruptured by utility workers situated inside our colony. Kindly arrange for an immediate mend.,Water Leakage
It has been observed that dim light barely illuminating the ground is present inside our colony. A regular inspection and subsequent rectify should be scheduled by the concerned department.,Streetlight Fault
severely blocked sewer causing backflow temple street.,Drainage Blockage
It is deeply distressing to see partially collapsed section of the road near the bus stop. Our children and elderly family members are facing constant trouble and danger due to this. We feel completely ignored by the authorities after multiple follow-ups.,Road Damage
festival waste left uncollected highway lane.,Garbage
It is deeply distressing to see no streetlighting making it unsafe for women bridge approach. Our children and elderly family members are facing constant trouble and danger due to this. We feel completely ignored by the authorities after multiple follow-ups.,Streetlight Fault
This is to bring to your kind notice that there is an issue with poultry waste dumped illegally situated inside our colony. Kindly arrange for an immediate clean.,Garbage
This is to bring to your kind notice that there is an issue with flickering bulb causing annoying strobe effect situated highway lane. Kindly arrange for an immediate overhaul.,Streetlight Fault
Could you please look into the overhead municipal tank overflowing service road? Your timely assistance in getting this resolved would be highly appreciated by everyone in the neighborhood.,Water Leakage
How long do we have to tolerate this sinking road bed forming a deep dip temple street?! This is an absolute failure of civic maintenance. Fix it immedately without any more excuses!,Road Damage
"While passing by bridge approach yesterday, I noticed a severe case of vandalized light fixture with broken glass. It looked quite dangerous and seemed like it had been neglected for quite some time, so I decided to raise a formal report.",Streetlight Fault
This is to bring to your kind notice that there is an issue with main supply conduit cracked open situated public park corner. Kindly arrange for an immediate rectify.,Water Leakage
How long do we have to tolerate this rotting food waste attracting stray dogs main crossroad?! This is an absolute failure of civic maintenance. Fix it immediately without any more excuses!,Garbage
Could you please look into the main supply conduit cracked open residential area? Your timely assistance in getting this resolved would be highly appreciated by everyone in the neighborhood.,Water Leakage
"Hey, transformer issue affecting all street poles public park corner. Can someone please come and mend it as soon as possible?",Streetlight Fault
This is to bring to your kind notice that there is an issue with crater-like holes causing daily traffic jams situated footpath. Kindly arrange for an immediate overhaul.,Road Damage
subterranean leak forming a sinkhole highway lane.,Water Leakage
Why has the high mast light not working since weeks by the market not been attended to yet? Who is responsible for this civic neglect?,Streetlight Fault
This is to bring to your kind notice that there is an issue with roadside waste accumulating over weeks situated metro station exit. Kindly arrange for an immedate inspect.,Garbage
I am writing this to report a persistent problem regarding heavy accumulation of dry leaves and plastic apartment entrance. This matter has been causing significant inconvenience to the local residents and commuters for several days now. We earnestly request the competent municipal authority to look into this defect and execute necessary clear at the earliest opportunity to prevent further hazards.,Garbage
"Hey, freshwater wasting down the storm drain highway lane. Can someone please come and rectify it as soon as possible?",Water Leakage
It is deeply distressing to see bracket arm broken and dangling government office back alley. Our children and elderly family members are facing constant trouble and danger due to this. We feel completely ignored by the authorities after multiple follow-ups.,Streetlight Fault
This is to bring to your kind notice that there is an issue with overflowing manhole cover lifting up situated near the bus stop. Kindly arrange for an immediate check.,Drainage Blockage
This is to bring to your kind notice that there is an issue with high mast light not working since weeks situated shopping complex. Kindly arrange for an immediate renovate.,Streetlight Fault
Could you please look into the feces and dark water pooling on the asphalt metro station exit? Your timely assistance in getting this resolved would be highly appreciated by everyone in the neighborhood.,Drainage Blockage
I am writing this to report a persistent problem regarding poultry waste dumped illegally footpath. This matter has been causing significant inconvenience to the local residents and commuters for several days now. We earnestly request the competent municipal authority to look into this defect and execute necessary repair at the earliest opportunity to prevent further hazards.,Garbage
I am writing this to report a persistent problem regarding open drain choked with weeds and domestic waste shopping complex. This matter has been causing significant inconvenience to the local residents and commuters for several days now. We earnestly request the competent municipal authority to look into this defect and execute necessary attend to at the earliest opportunity to prevent further hazards.,Drainage Blockage
This is to bring to your kind notice that there is an issue with burnt out sodium vapor lamp situated shopping complex. Kindly arrange for an immediate address.,Streetlight Fault
broken concrete road divider near the bus stop.,Road Damage
"Hey, photocell sensor covered in dirt inside our colony. Can someone please come and clean it as soon as possible?",Streetlight Fault
grease block from nearby restaurants near the bus stop.,Drainage Blockage
Could you please look into the transformer issue affecting all street poles residential area? Your timely assistance in getting this resolved would be highly appreciated by everyone in the neighborhood.,Streetlight Fault
I am writing this to report a persistent problem regarding dim light barely illuminating the ground village square. This matter has been causing significant inconvenience to the local residents and commuters for several days now. We earnestly request the competent municipal authority to look into this defect and execute necessary address at the earliest opportunity to prevent further hazards.,Streetlight Fault
It is deeply distressing to see overflowing dumpsters catching fire bridge approach. Our children and elderly family members are facing constant trouble and danger due to this. We feel completely ignored by the authorities after multiple follow-ups.,Garbage
How long do we have to tolerate this waste water stagnant for over a month by the market?! This is an absolute failure of civic maintenance. Fix it immediately without any more excuses!,Drainage Blockage
I am writing this to report a persistent problem regarding overhead municipal tank overflowing metro station exit. This matter has been causing significant inconvenience to the local residents and commuters for several days now. We earnestly request the competent municipal authority to look into this defect and execute necessary rectify at the earliest opportunity to prevent further hazards.,Water Leakage
This is to bring to your kind notice that there is an issue with exposed live wiring hanging from the post situated inside our colony. Kindly arrange for an immediate attend to.,Streetlight Fault
How long do we have to tolerate this exposed live wiring hanging from the post main crossroad?! This is an absolute failure of civic maintenance. Fix it immediately without any more excuses!,Streetlight Fault
It has been observed that stray animals tearing up garbage bags is present highway lane. A regular inspection and subsequent rectify should be scheduled by the concerned department.,Garbage
Why has the leaking control valve spraying water apartment entrance not been attended to yet? Who is responsible for this civic neglect?,Water Leakage
How long do we have to tolerate this open drain choked with weeds and domestic waste shopping complex?! This is an absolute failure of civic maintenance. Fix it immedately without any more excuses!,Drainage Blockage
This is to bring to your kind notice that there is an issue with sludge accumulation reducing pipe capacity situated railway station gate. Kindly arrange for an immediate overhaul.,Drainage Blockage
